#SAMPLE	SMILES	Max_Rank	Max_Probability
SJ000550505-1	CC(C)n1cc(C(=O)NC2CCN(Cc3ccccc3)C2)c(=O)c(C(=O)NC(C)(C)C)c1	912	0.16000
SJ000550520-1	CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(N(C)C)cc1	911	0.16000
SJ000550911-1	CCC(C(=O)Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccccc1	911	0.13082
SJ000550881-1	Nc1ccc(-c2nc3cc(C(=O)c4ccc5[nH]c(-c6ccc(N)cc6)nc5c4)ccc3[nH]2)cc1	910	0.16000
SJ000550671-1	CCCCOCC(O)Cn1c2ccccc2c2ccccc21	910	0.12441
SJ000551668-1	CC1CCN(Cc2c(O)ccc3c(=O)c(-c4cccc(Cl)c4)c(C(F)(F)F)oc23)CC1	909	0.14982
SJ000550640-1	CCOC(=O)c1cccc(NC(=O)CC2C(=O)N(c3ccccc3)C(=O)N2Cc2ccc(F)cc2)c1	908	0.16000
SJ000550543-1	CCOC(=O)c1cnc2c(OC)cccc2c1Nc1cccc(C(C)=O)c1	907	0.16000
SJ000551693-1	Cc1ccc2[nH]c(-c3ccc(Br)cc3)nc2c1	907	0.14959
SJ000551663-1	CN(C)Cc1c(O)ccc2c(=O)c(Oc3ccccc3)c(C(F)(F)F)oc12	906	0.14953
SJ000550530-1	COc1cc2c(cc1OC)C(c1cccc(OC)c1O)NCC2	906	0.11884
SJ000550917-1	COc1ccc(CC(=O)Nc2ccc(-c3nc4ccccc4[nH]3)cc2)cc1	905	0.16000
SJ000550397-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2ccc(C)cc2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1	905	0.15000
SJ000550389-1	CCOc1cc(C2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)cc(Cl)c1O	903	0.15000
SJ000550425-1	COc1ccc(C2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CC(c2ccc(Cl)cc2)C3)cc1	902	0.15000
SJ000550398-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2ccc(O)cc2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1	901	0.15000
SJ000550473-1	CCCn1c(=N)n(CC(O)COc2ccc(Cl)cc2)c2ccccc21	901	0.13943
SJ000550382-1	CCCOc1ccccc1C1C(C(=O)OCC)=C(C)NC2=C1C(=O)CC(c1ccc(Cl)cc1)C2	900	0.11164
SJ000550868-1	COc1cccc(NCC(O)Cn2c3ccccc3c3ccccc32)c1	899	0.12976
SJ000550474-1	N=c1n(CCN2CCOCC2)c2ccccc2n1CC(O)COc1ccc(Cl)cc1	898	0.15000
SJ000551725-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2cccc(O)c2)C3CCC1	898	0.10641
SJ000550898-1	O=C(Cc1ccccc1)Nc1ccc(-c2nc3cc(-c4nc5cc(NC(=O)Cc6ccccc6)ccc5[nH]4)ccc3[nH]2)cc1	897	0.15000
SJ000550925-1	O=C1CC(c2cc([N+](=O)[O-])ccc2Cl)C2=C(CC(c3cccs3)CC2=O)N1	897	0.13000
SJ000551722-1	COc1cc(OC)c(OC)cc1CN1CCCn2c3c(c4cc(C)ccc42)CCCC31	896	0.10558
SJ000551697-1	CCN(CC)c1ccc(-c2nc3cc(C)ccc3[nH]2)cc1	895	0.13990
SJ000551669-1	Cc1c(O)ccc2c(=O)c(Oc3ccc(Cl)cc3)c(C(F)(F)F)oc12	895	0.10444
SJ000550934-1	Cc1cc(C)nc(-n2nc(C)cc2Nc2ccccc2)n1	894	0.13000
SJ000551154-1	CN(C)c1ccc(-c2nc(O)c3ccccc3n2)cc1	894	0.10294
SJ000550781-1	C=CCn1c(=O)/c(=C/C=C2\C=CN(CC)c3ccccc32)s/c1=C\c1sc(-c2ccccc2)c(-c2ccccc2)[n+]1CC	893	0.13000
SJ000550446-1	CCCCn1c(=N)n(CC(=O)c2ccc(Cl)cc2)c2ccccc21	893	0.10077
SJ000550399-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2cccc(O)c2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1	892	0.14000
SJ000550879-1	COc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1	892	0.12976
SJ000551035-1	C=CCNc1cc(N2CCN(C(=O)C(C)(C)C)CC2)ccc1[N+](=O)[O-]	891	0.14000
SJ000550387-1	CCOc1cc(C2C(C(=O)OCCc3ccccc3)=C(C)NC3=C2C(=O)CC(c2ccccc2)C3)ccc1O	891	0.09910
SJ000550883-1	O=C(Cc1ccccc1)Nc1cccc(-c2nc3ccccc3[nH]2)c1	890	0.14000
SJ000551040-1	Cc1ccc(C)c(OCC(O)CNC2CCCC2)c1	890	0.12970
SJ000550769-1	OCCC1CN(Cc2c(O)ccc3ccccc23)CCN1C1CCCC1	890	0.09900
SJ000366325-2	Cn1ccnc1SCC(=O)Nc1c(Cl)cccc1Cl	889	0.09832
SJ000550525-1	CCOc1cc2c(cc1OCC)C(c1ccc(O)cc1)NCC2	888	0.12919
SJ000553615-1	Cc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(Cn3cncn3)cc2)CC1	887	0.09745
SJ000550537-1	COc1cc2c(cc1OC)C(c1ccc(Cl)c(Cl)c1)NCC2	886	0.09507
SJ000550942-1	CCOc1ccc(-c2nonc2NC(=O)c2ccccc2)cc1	885	0.09502
SJ000550532-1	COc1cc2c(cc1OC)C(c1cc(OC)c(OC)cc1OC)NCC2	884	0.09483
SJ000550630-1	C=CCN1C(=O)N(c2ccc(Cl)cc2)C(=O)C1CC(=O)Nc1ccc(C(=O)OCC)cc1	883	0.13000
SJ000550400-1	COCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)cc3)C2)C1c1ccc(Cl)cc1	883	0.12000
SJ000550663-1	CCOC(=O)c1cccc(NC(=O)CC2C(=O)N(c3ccc(F)cc3)C(=O)N2Cc2ccccn2)c1	882	0.12000
SJ000550611-1	CCc1cccc(NC(=O)/C=C/c2ccccc2Cl)c1	881	0.13000
SJ000551013-1	O=S(=O)(c1ccccc1)N1CCC(CO)(Cc2ccccc2C(F)(F)F)CC1	881	0.12000
SJ000550497-1	O=C(NCC1CCCCC1)c1cn(C2CC2)cc(C(=O)NC2CCN(Cc3ccccc3)C2)c1=O	880	0.13000
SJ000550899-1	O=C(Cc1ccccc1)Nc1ccc2[nH]c(-c3ccc(-c4nc5cc(NC(=O)Cc6ccccc6)ccc5[nH]4)cc3)nc2c1	879	0.13000
SJ000551104-1	COc1cc(C2CC(=O)NC3=C2C(=O)CC(c2ccc(C)cc2)C3)c(OC)cc1Br	879	0.12000
SJ000550906-1	O=C(Cc1ccc(Br)cc1)Nc1cccc(-c2nc3ccccc3[nH]2)c1	878	0.13000
SJ000327716-2	CN(C)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	878	0.11994
SJ000551155-1	Nc1ccc(-c2nc(O)c3ccccc3n2)cc1	878	0.09088
SJ000551660-1	CCc1cc2c(=O)c(Oc3ccccc3F)c(C(F)(F)F)oc2c(CN(C)C)c1O	877	0.09079
SJ000551038-1	OC(CNC1CCCC1)COc1ccccc1-c1ccccc1	876	0.11990
SJ000551690-1	CCC1CCCCN1Cc1c(O)ccc2c(=O)c(-c3ccccc3OC)c(C(F)(F)F)oc12	876	0.08991
SJ000550930-1	Cc1cc(C)cc(NC(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)c1	875	0.12000
SJ000551423-1	c1ccc(N(c2ccccc2)c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1	875	0.11977
SJ000551140-1	CCN(CC)C(=O)c1sc2nc(SCC(=O)Nc3cccc(C(F)(F)F)c3)n(-c3ccccc3)c(=O)c2c1C	875	0.08723
SJ000550978-1	O=S(=O)(/C=C/c1ccccc1)N1CCC(CO)(Cc2cccc(C(F)(F)F)c2)CC1	873	0.12000
SJ000550724-1	OCCC1CN(Cc2cc(Cl)ccc2O)CCN1CCc1ccccc1	873	0.08665
SJ000550875-1	CCOc1ccc(NCC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)cc1	871	0.12000
SJ000550587-1	COC(=O)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	871	0.11000
SJ000550428-1	CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccc(OCC)cc1	870	0.11000
SJ000551687-1	CN(C)Cc1c(O)ccc2c(=O)c(Oc3ccc(C(C)(C)C)cc3)c(C(F)(F)F)oc12	870	0.09953
SJ000550580-1	Cc1cccc(-c2cc(C(=O)N3CCC(Cc4ccccc4)CC3)c3ccccc3n2)c1	869	0.11000
SJ000550570-1	CCOC(=O)c1cnc2c(C)c(C)ccc2c1Nc1ccc(O)cc1	868	0.11000
SJ000551705-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2ccc(C(C)C)cc2)C3CCC1	868	0.08109
SJ000551689-1	O=c1c(-c2ccccc2)c(C(F)(F)F)oc2c(CN3CCN(Cc4ccccc4)CC3)c(O)ccc12	867	0.10976
SJ000551166-1	O=C(Nc1ccc([N+](=O)[O-])cc1)C1CC1(c1ccc(Cl)cc1)c1ccc(Cl)cc1	867	0.08078
SJ000551675-1	COc1ccc(-c2c(C(F)(F)F)oc3c(CN4CCC(C)CC4)c(O)ccc3c2=O)cc1OC	866	0.10965
SJ000550501-1	CCN(CC)C1CCN(C(=O)c2cn(C3CCCCC3)cc(C(=O)NC(C)(C)C)c2=O)C1	866	0.10000
SJ000550768-1	Oc1ccc(Cl)cc1CN1CCCC(N2CCOCC2)C1	866	0.08061
SJ000551029-1	CCNc1cc(N2CCN(C(=O)C(C)C)CC2)ccc1[N+](=O)[O-]	865	0.10000
SJ000551695-1	COc1ccc(-c2nc3cc(N)ccc3[nH]2)cc1	864	0.10956
SJ000551008-1	Cc1cc(C)n(-c2nc(Nc3cccc(C(F)(F)F)c3)nc(-n3nc(C)cc3C)n2)n1	864	0.07943
SJ000551653-1	COc1ccc(-c2c(C(F)(F)F)oc3c(CN4CCCC4)c(O)ccc3c2=O)cc1OC	863	0.10955
SJ000550767-1	CN1CCN([C@@H]2CCN(Cc3cc(Cl)ccc3O)C[C@H]2O)CC1	863	0.08998
SJ000551068-1	Cc1ccc(OCC(O)CNC2CCCC2)c(C)c1	862	0.10951
SJ000550902-1	O=C(Nc1ccccc1-c1nc2ccccc2[nH]1)c1ccncc1	862	0.07784
SJ000550431-1	O=C(c1cc(-c2ccc(Br)cc2)nc2ccccc12)N1CCC(Cc2ccccc2)CC1	861	0.10000
SJ000551089-1	Cc1ccccc1OCC(O)CNC1CCCCC1	860	0.10913
SJ000550602-1	O=C(c1cc(-c2ccncc2)nc2ccc(Cl)cc12)N1CCC(Cc2ccccc2)CC1	860	0.10000
SJ000551313-1	Cn1ncc(I)c1C(=O)Nc1ccc(F)cc1	859	0.10000
SJ000313563-2	CC(=O)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	858	0.10000
SJ000551052-1	O=[N+]([O-])c1ccc(N2CCN(Cc3ccccc3)CC2)cc1NC1CC1	858	0.07501
SJ000551031-1	O=C(Cc1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	857	0.10000
SJ000550571-1	CCOC(=O)c1cnc2c(C)cccc2c1Nc1cccc(C(C)=O)c1	857	0.09000
SJ000551050-1	O=C(c1cccc2ccccc12)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	857	0.07314
SJ000551662-1	CCc1cc2c(=O)c(-c3ccc(F)cc3)c(C(F)(F)F)oc2c(CN2CCCCC2)c1O	856	0.07115
SJ000550620-1	Cc1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	855	0.09994
SJ000550426-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2cccc(Cl)c2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1	855	0.09000
SJ000550797-1	OC(CNCCc1ccccc1)COc1ccccc1Cl	854	0.09993
SJ000550626-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(Cl)cc2)cc1	854	0.09000
SJ000551178-1	O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)C1CC1(c1ccccc1)c1ccccc1	854	0.07006
SJ000551728-1	COc1ccc(CN2CCCn3c4c(c5cc(C)ccc53)CCCC42)c(OC)c1	853	0.06959
SJ000551060-1	CCCCNCC(O)COc1ccc(Cl)c(C)c1	852	0.09966
SJ000550629-1	CC(C)c1ccc(/C=C/C(=O)Nc2cccc(Cl)c2)cc1	852	0.09000
SJ000551009-1	Cc1cc(Nc2ccccc2C(F)(F)F)nc(-n2nc(C)cc2C)n1	852	0.06864
SJ000551674-1	COc1ccc(-c2c(C(F)(F)F)oc3c(CN4CCN(C)CC4)c(O)ccc3c2=O)cc1OC	851	0.09957
SJ000550536-1	COc1ccc(OC)c(C2NCCc3cc(OC)c(OC)cc32)c1	851	0.06840
SJ000550919-1	Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)Cc1ccccc1	850	0.09000
SJ000550436-1	O=C(c1cc(-c2ccccc2)nc2ccc(Cl)cc12)N1CCC(Cc2ccccc2)CC1	849	0.09000
SJ000550961-1	COC(=O)C1C(=O)C2=C(CC1C)NC(=O)CC2c1cc(Br)c(O)c(OC)c1	849	0.06629
SJ000550504-1	OC(CNC1CCCCC1)COc1ccccc1	848	0.09951
SJ000550947-1	COc1ccc(OC)c(C2CC(=O)NC3=C2C(=O)CC(c2ccc(F)cc2)C3)c1	848	0.08000
SJ000550613-1	CCC(C)c1ccc(NC(=O)/C=C/c2cccc(Cl)c2)cc1	847	0.09000
SJ000550907-1	Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)CCc1ccccc1	847	0.06551
SJ000550924-1	O=C1CC(c2ccc(Cl)c([N+](=O)[O-])c2)C2=C(CC(c3cccs3)CC2=O)N1	846	0.09000
SJ000551033-1	O=C(/C=C/c1ccccc1)N1CCN(c2ccc([N+](=O)[O-])c(NC3CC3)c2)CC1	846	0.09000
SJ000550393-1	CCOCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccc(O)cc1	845	0.09000
SJ000551077-1	CC(CNCc1ccc(C(=O)O)cc1)c1ccccc1	845	0.09000
SJ000550547-1	CCC(NC(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3)c1ccc(C)cc1	844	0.06499
SJ000551014-1	COc1ccc(S(=O)(=O)N2CCC(CO)(Cc3ccccc3C(F)(F)F)CC2)cc1	842	0.09000
SJ000329214-2	O=C(Nc1nonc1-c1ccccc1)c1ccc(Br)cc1	842	0.06241
SJ000550621-1	CCOC(=O)c1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	841	0.09000
SJ000551183-1	Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1	841	0.06103
SJ000551672-1	COc1ccccc1-c1c(C(F)(F)F)oc2c(CN(C)C3CCCCC3)c(O)ccc2c1=O	840	0.06078
SJ000550616-1	CCOc1cc2c(cc1OCC)C(c1c(OC)ccc3ccccc13)NCC2	839	0.05967
SJ000551656-1	CC1CCN(Cc2c(O)ccc3c(=O)c(-c4cccc5ccccc45)c(C(F)(F)F)oc23)CC1	838	0.08982
SJ000550379-1	COCCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccc(O)c(OC)c1	838	0.08000
SJ000551691-1	COc1ccccc1-c1c(C(F)(F)F)oc2c(CN3CCC(C)CC3)c(O)ccc2c1=O	837	0.05924
SJ000550386-1	CC1=C(C(=O)OCCOc2ccccc2)C(c2cccc(Cl)c2)C2=C(CC(c3ccccc3)CC2=O)N1	835	0.08000
SJ000550542-1	CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(C(C)=O)cc1	834	0.08000
SJ000551072-1	CCc1ccc(OCCOCC(O)CNC2CCCC2)cc1	833	0.08942
SJ000550742-1	COc1ccc(Br)cc1CN1CCN(C2CCCC(C)C2)CC1	831	0.08000
SJ000550596-1	Cc1ccc2nc(-c3ccccn3)cc(C(=O)NC3CCN(C)CC3)c2c1	831	0.05570
SJ000550544-1	CCOC(=O)c1cnc2c(OC)cccc2c1NC(C)c1ccccc1	830	0.08000
SJ000331677-2	CC(C)c1ccc(/C=C/C(=O)Nc2ccc(Cl)c(Cl)c2)cc1	829	0.08000
SJ000550588-1	CCOc1ccc(NC(=O)/C=C/c2ccccc2Cl)cc1	829	0.08000
SJ000551658-1	COc1ccccc1-c1c(C(F)(F)F)oc2c(CN3CCCC3)c(O)ccc2c1=O	828	0.05520
SJ000551015-1	Cc1n[nH]c(C)c1S(=O)(=O)N1CCC(CO)(Cc2ccccc2C(F)(F)F)CC1	827	0.08000
SJ000550913-1	O=C(CCc1ccccc1)Nc1ccc(-c2nc3cc4ccccc4cc3[nH]2)cc1	827	0.07000
SJ000550706-1	COc1ccc(Br)cc1CN1CCN(CC2CC3C=CC2C3)CC1	826	0.08000
SJ000550677-1	CC(=O)c1cccc(NC(=O)c2c(I)cnn2C)c1	825	0.08000
SJ000550892-1	CC(=O)Nc1ccc(-c2nc3cc(-c4nc5cc(NC(C)=O)ccc5[nH]4)ccc3[nH]2)cc1	825	0.05391
SJ000550759-1	CCC(/C=C1\Sc2ccccc2N1CCCS(=O)(=O)O)=C\c1oc2ccc(OC)cc2[n+]1C	824	0.08000
SJ000551294-1	CCOC(=O)c1ccc(NC(=O)c2c(I)cnn2C)cc1	823	0.08000
SJ000551735-1	Cc1ccc2c(c1)c1c3n2CCCN=C3CCC1	823	0.07988
SJ000550998-1	Cc1cc(NC(=O)c2ccc(Cl)cc2)n(-c2nc3ccccc3[nH]2)n1	822	0.06000
SJ000551696-1	CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1	821	0.07977
SJ000551090-1	CCCCN(CCCC)CC(O)COc1ccccc1C	820	0.07974
SJ000550789-1	Oc1ccc(Br)cc1/C=C/c1nc(O)c2ccccc2n1	819	0.07969
SJ000550533-1	COc1cc2c(cc1OC)C(c1cc(OC)c(O)c(OC)c1)NCC2	817	0.07966
SJ000550491-1	CCN(CC)C(=O)c1cn(C2CCCC2)cc(C(=O)NC2CCN(Cc3ccccc3)C2)c1=O	816	0.07000
SJ000550628-1	CC(C)c1ccc(/C=C/C(=O)Nc2ccccc2Cl)cc1	814	0.07000
SJ000550915-1	COc1ccc(CC(=O)Nc2cccc(-c3nc4ccccc4[nH]3)c2)cc1	813	0.07000
SJ000551688-1	COc1ccccc1-c1c(C(F)(F)F)oc2c(CN3CCCCC3)c(O)ccc2c1=O	813	0.04740
SJ000550618-1	CCOc1cc2c(cc1OCC)C(c1ccc(Cl)cc1)NCC2	812	0.04669
SJ000551034-1	CC(C)(C)c1ccc(OCC(=O)N2CCN(c3ccc([N+](=O)[O-])c(NC4CC4)c3)CC2)cc1	811	0.07000
SJ000551325-1	COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1nn(C)cc1I	811	0.04606
SJ000550891-1	Cc1nc2cc(-c3ccc4[nH]c(C)nc4c3)ccc2[nH]1	810	0.07000
SJ000551094-1	O=C(CSc1nccn1Cc1ccccc1)Nc1ccc(Cl)cc1	810	0.04565
SJ000550608-1	CCCN1C(=O)c2ccccc2NC1c1ccc(Cl)cc1	809	0.06000
SJ000551314-1	COc1ccc(NC(=O)c2c(I)cnn2C)cc1	809	0.04416
SJ000550814-1	Cc1ccc(OCC(O)Cn2c(=N)n(CCN3CCOCC3)c3ccccc32)cc1	807	0.06000
SJ000551706-1	Cc1cccc(CN2CCCn3c4c(c5cc(C)ccc53)CCCC42)c1	807	0.04367
SJ000551666-1	CC1CCCCN1Cc1c(O)ccc2c(=O)c(-c3cccc(Cl)c3)c(C(F)(F)F)oc12	806	0.07000
SJ000550992-1	COc1c(Cl)cc(Cl)cc1CNc1nnnn1C	806	0.04975
SJ000550511-1	COc1cc(Nc2ccnc3cc(Cl)ccc23)c(C(=O)O)cc1OC	805	0.07000
SJ000551023-1	Cc1cc(C)nc(Nc2ncc(O)n2-c2cccc(C(F)(F)F)c2)n1	805	0.04327
SJ000550757-1	CCC(/C=C1\Sc2ccc(OC)cc2N1CC)=C\c1sc2ccc3ccccc3c2[n+]1CCCS(=O)(=O)O	804	0.07000
SJ000550810-1	Oc1ccc2ccccc2c1/C=C/c1nc(O)c2ccccc2n1	803	0.07000
SJ000551344-1	CCn1ncc(Cl)c1C(=O)Nc1ccc(C)c([N+](=O)[O-])c1	803	0.06000
SJ000550904-1	O=C(Nc1cc(-c2nc3ccccc3[nH]2)ccc1Cl)c1cccnc1	803	0.04269
SJ000551028-1	CC(C)c1ccc(CNc2cc(N3CCN(C(=O)c4ccc(Cl)cc4)CC3)ccc2[N+](=O)[O-])cc1	802	0.04210
SJ000354397-2	OCCC1CN(Cc2cc(Cl)ccc2O)CCN1Cc1ccccc1	801	0.06983
SJ000551665-1	COc1ccc(-c2c(C(F)(F)F)oc3c(CN4CCCC(C)C4)c(O)ccc3c2=O)cc1OC	798	0.06982
SJ000550396-1	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OCCOc2ccccc2)C3c2cccc(Br)c2)cc1	798	0.05000
SJ000551110-1	CC(=O)Nc1ccc(NC(=O)CSc2nccn2Cc2ccccc2)cc1	798	0.04030
SJ000550811-1	Cc1cccc(OCC(O)Cn2c(=N)n(CCN3CCOCC3)c3ccccc32)c1	797	0.03999
SJ000551071-1	Cc1cc(Cl)ccc1OCC(O)CNC1CCCC1	796	0.06971
SJ000551659-1	O=c1c(-c2cccc3ccccc23)c(C(F)(F)F)oc2c(CN3CCCCC3)c(O)ccc12	795	0.06971
SJ000550526-1	CCOc1cc2c(cc1OCC)C(c1cc(OC)c(OC)cc1Br)NCC2	795	0.04980
SJ000551676-1	COc1ccc(-c2c(C(F)(F)F)oc3c(CN4CCOCC4)c(O)ccc3c2=O)cc1OC	794	0.06968
SJ000550705-1	COc1ccc(Br)cc1CN1CCN(C2CCCCC2)CC1	794	0.05000
SJ000550740-1	COc1ccc(Br)cc1CN1CCN(C2CCCC2)CC1	793	0.05000
SJ000550796-1	Nc1ccc(C(=O)Nc2ccc(-c3nc4cc(NC(=O)c5ccc(N)cc5)ccc4[nH]3)cc2)cc1	792	0.06968
SJ000551149-1	O=C1Cc2ccccc2C(c2cccc(Cl)c2)N1	792	0.03911
SJ000550914-1	O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cncc(Br)c1	791	0.06968
SJ000550931-1	COc1ccc(C(=O)Nc2cc(C)nn2-c2nc3ccccc3[nH]2)cc1	791	0.03891
SJ000551062-1	OC(CNC1CCCCC1)COc1ccc(OCc2ccccc2)cc1	790	0.06951
SJ000550597-1	Cc1ccc2nc(-c3ccccn3)cc(C(=O)N3CCC(Cc4ccccc4)CC3)c2c1	790	0.05000
SJ000551168-1	COc1cccc(C2(c3cccc(OC)c3)CC2C(=O)Nc2cccc([N+](=O)[O-])c2)c1	790	0.03867
SJ000551146-1	Cc1cc(OCC(O)CNC2CCCC2)ccc1Cl	789	0.06942
SJ000551637-1	Cn1c(=O)n(C)c2cc(CNC3CCCCC3)ccc21	789	0.03847
SJ000551039-1	Cc1ccc(OCC(O)CNC2CCCC2)cc1C	788	0.06934
SJ000551400-1	Nc1nc(N)nc(C(c2ccccc2)c2ccccc2)n1	787	0.06925
SJ000551172-1	Cc1ccc(C2(c3ccc(C)cc3)CC2C(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1	786	0.06000
SJ000551730-1	Cc1ccc2c(c1)c1c3n2CCCN(Cc2ccc(Br)cc2)C3CCC1	786	0.03730
SJ000550433-1	O=C(Nc1ccc(N2CCOCC2)cc1)c1cc(-c2cccnc2)nc2ccccc12	783	0.05000
SJ000550519-1	CCOC(=O)c1cnc2ccc(OC)cc2c1Nc1ccc(OCc2ccccc2Cl)cc1	782	0.06000
SJ000551020-1	Cc1cc(C)nc(-n2nc(C)c(C#N)c2NC(=O)CCc2ccccc2)n1	782	0.05000
SJ000550445-1	N=c1n(CCN2CCOCC2)c2ccccc2n1CC(O)COc1ccccc1	781	0.06000
SJ000551408-1	CNc1nc(N2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1	779	0.04000
SJ000551388-1	CCN(CC)C(=O)c1c(C)oc2cc3c(C(=O)N(CC)CC)c(C)oc3cc12	777	0.06000
SJ000550385-1	COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OCCOc2ccccc2)C3c2ccc(Cl)c(Cl)c2)cc1	777	0.05000
SJ000551074-1	CCCCN(CCCC)CC(O)COc1ccccc1[N+](=O)[O-]	776	0.05994
SJ000551655-1	COc1ccc(-c2c(C(F)(F)F)oc3c(CN4CCCCC4C)c(O)ccc3c2=O)cc1OC	775	0.03208
SJ000551406-1	CCCCCNc1nc(N2CCOCC2)nc(N(c2ccccc2)c2ccccc2)n1	774	0.05982
SJ000550480-1	COc1ccc(CCNC(=O)c2cn(C3CCCCC3)cc(C(=O)NC(C)(C)C)c2=O)cc1	774	0.04000
SJ000550788-1	CCn1c(/C=C/c2ccc(OC)c(OC)c2)nc2ccccc2c1=O	774	0.03147
SJ000551654-1	COc1ccc(-c2c(C(F)(F)F)oc3c(CN4CC(C)OC(C)C4)c(O)ccc3c2=O)cc1OC	772	0.05968
SJ000551070-1	COc1cccc(OCC(O)CNC2CCCC2)c1	771	0.05961
SJ000550476-1	CC(C)(C)NC(=O)c1cn(C2CCCCC2)cc(C(=O)N2CCN(Cc3cccc(F)c3)CC2)c1=O	771	0.04000
SJ000551413-1	CC(C)c1ccc(NC(=O)/C=C/c2ccccc2)cc1	770	0.04000
SJ000550477-1	CNC(=O)c1cn(C2CCCCC2)cc(C(=O)NCC(c2ccccc2)N2CCCCC2)c1=O	769	0.04000
SJ000550516-1	CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1ccc(CC)cc1	769	0.03098
SJ000550454-1	CCNC(=O)c1cn(Cc2ccccc2)cc(C(=O)NC2CCN(Cc3ccccc3)C2)c1=O	768	0.04000
SJ000550916-1	Cc1c(NC(=O)c2ccc(-c3ccccc3)cc2)cccc1-c1nc2ccccc2[nH]1	768	0.03034
SJ000551405-1	CC(=O)Nc1cccc(Nc2nc(N3CCOCC3)nc(N(c3ccccc3)c3ccccc3)n2)c1	767	0.04000
SJ000550374-1	CCOc1ccccc1C1C(C(=O)OCCOc2ccccc2)=C(C)NC2=C1C(=O)CC(c1ccc(Cl)cc1)C2	766	0.05000
SJ000550984-1	COc1cc(CNc2nnnn2C)cc(Cl)c1OCc1ccc(C)cc1	766	0.04000
SJ000550723-1	COc1ccc(CN2CCN(C3CCCC3)C(CCO)C2)c(O)c1	766	0.02960
SJ000551262-1	CC1(C)CC1C(=O)Nc1ccc([N+](=O)[O-])cc1	765	0.04000
SJ000550496-1	COc1ccccc1CN1CCN(C(=O)c2cn(CCC(C)C)cc(C(=O)NC(C)(C)C)c2=O)CC1	765	0.02956
SJ000550420-1	Cc1ccc2nc(-c3cccnc3)cc(C(=O)N3CCN(C(c4ccccc4)c4ccccc4)CC3)c2c1	764	0.04000
SJ000339253-2	COc1ccc(Cl)cc1CNc1nnnn1C	764	0.02853
SJ000550423-1	COc1ccccc1-c1cc(C(=O)N2CCC(Cc3ccccc3)CC2)c2ccccc2n1	763	0.04000
SJ000550438-1	Cc1ccc2nc(-c3ccccn3)cc(C(=O)N3CCN(Cc4ccc(C(C)C)cc4)CC3)c2c1	763	0.02842
